"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - share","Lifetime Post Consumers","Lifetime Post Consumptions","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post consumers by type - photo view","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post Consumptions by type - photo view","Lifetime Negative feedback","Lifetime Negative Feedback from Users","Lifetime Negative feedback - hide_all_clicks","Lifetime Negative feedback - hide_clicks","Lifetime Negative feedback - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Average time video viewed","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Video length","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views"
425972674207761_496015177203510,https://www.facebook.com/UnitedIssue/posts/496015177203510,"【日媒】 「蜂蜜奶油」旋風，在韓國也蔓延到化妝品業界成為一種社會現象
　
U.I網頁版： http://united-issue.com/posts/188

　
說到在韓國引起風潮的洋芋片「蜂蜜奶油薯片」，這股「蜂蜜行銷」風潮不可思議地在製菓業界之外，也受到矚目。
　
韓國的海太製菓在去年8月開賣的「蜂蜜奶油薯片」，有著過往產品都沒有的甜味和獨特滋味，主要透過社群網路的口碑宣傳，是在大約三個月內業績就突破50億韓元的熱賣商品。在超市、便利商店等地陸續售罄，進貨日的凌晨有許多人在排隊等待購買。
　
蜂蜜奶油的風潮也在化妝品業界展開，Able C&amp;C經營的化妝品牌「MISSHA」在1月1日開始販售「蜂蜜奶油面膜」。主成份是馬鈴薯抽出物、洋槐花蜜、法國奶油等等，和「蜂蜜奶油薯片」的成份幾乎相同。國內產的洋槐花蜜和法國產奶油的抽出物提供「讓肌膚潤澤」的營養，含有的豐富維他命的馬鈴薯抽出物「幫助肌膚透亮」。
　
購買同商品的消費者在網路上寫著「就是蜂蜜奶油薯片的香味！」、「太受歡迎了，要在賣完前買到」、「吃完蜂蜜奶油薯片後，敷這個面膜，真是太幸福了」等等評語，得到相當不錯的迴響。
　
同樣地，熱銷化妝品牌「SKIN FOOD」也開始販售「蜂皇高效逆時活顏精華」、「蜂皇高效逆時活顏露」。預計今後將有更多企業進行「蜂蜜行銷」。
　
　
資料來源: http://goo.gl/1TsBfU
　
　
譯者：Y.H. Wang",Link,,,"01/18/2015 02:20:00 AM",427,427,0,862,862,0,45,,12,,,12,,38,44,2,36,,2,42,,0,0,,,,,,,833,404,0,0,45,0,0,0,0,0,0,0,0,0,0
425972674207761_496014980536863,https://www.facebook.com/UnitedIssue/posts/496014980536863,"【俄媒】 歐盟外交官：19號的歐盟峰會，不會對對俄經濟制裁做新決議
　
U.I網頁版： http://united-issue.com/posts/189
　
有關單位發言人表示，有關經濟封鎖之事將待三月時再議
歐盟的外交官宣稱:歐盟今年度第一屆例會，將於本月19日在布魯塞爾舉行、由28個歐盟國家外交部長共同出席，而當中將不會對對俄羅斯的經濟制裁有新的決議。
　
「俄羅斯議題當然也在歐盟的討論日程裡，但關於經濟制裁的具體狀況──要取消、要放寬、要延長或者不延長呢?這些都不會在這次會議有結果。制裁的事會等到三月再做定奪。」他如此表示。
　
據外交官所言，在此同時歐盟的外交首長們也將在對俄態度上展開全面的討論。
　
「28國外長會議目前的主要課題之一，就是歐盟對待俄羅斯的態度。各國外長們將對此議題、對莫斯科的態度進行全面、戰略性的討論。
　
歐盟代表唐納‧圖斯克前日在出席歐洲議會(譯註1)時表示，歐盟將在三月的成員國峰會上「討論下一步對俄制裁的計畫」。
　
「我們在十二月時決定先保留現在的封鎖程度。至於下一階段的計畫將在三月進行討論。」他表示。於此他也表示，歐盟會繼續提供烏克蘭經濟援助。
　
根據歐盟外交部的公文(此文的內容已在禮拜二透露給華爾街日報Wall Street Journal)，鑒於莫斯科對烏克蘭問題的態度改變，歐盟計畫降低經濟制裁的層級，並正常化與俄羅斯的關係。(譯註2)
　
如這份刊物所述，此份文件將交由參與一月19號會議的會員國外長過目，並預定於近日內送達各國外交部門。
　
『儘管這份文件僅僅指示了大略的討論方向，但這確實是歐盟對放寬封鎖的一個嘗試，同時也可能是日後與俄羅斯會談的讓步。』──華爾街日報如此寫道。
　
依照此報的說法，文件中有部份提到歐盟準備放寬封鎖，並重啟與俄羅斯的談話，包括建立經濟同盟、實行免簽，還有關於利比亞、敘利亞以及伊拉克的局勢。
　
根據日報所述，對俄態度的改變，將視莫斯科方是否遵循明斯克協議(譯註3)、調停烏克蘭地區的衝突行動、遵守供給烏克蘭天然氣的協議，以及對烏加入歐盟的應對而定。
　
　
資料來源: http://goo.gl/sZ4foz
　
　
備註:
　
譯註1:
歐洲議會，European Parliament，是歐盟的下議會，也是唯一一個直選機構，與歐盟理事會一同主導歐盟的主要決策。 
　
譯註2:
華爾街日報原文如下 
http://www.wsj.com/articles/eu-considers-improved-russia-ties-1421160478 
　
譯註3:
明斯克協議，Ми́нское соглаше́ние，是2014年9月5日於白俄羅斯首都明斯克，由烏克蘭、俄羅斯、頓內次克共和國及盧干斯克共和國(此兩者即是欲從烏克蘭東南部獨立的組織，合為新俄羅斯聯邦Новороссия)簽訂的停火協議。
　
　
譯者：Shan",Link,,,"01/17/2015 04:15:00 PM",433,433,0,812,812,0,37,,13,,,13,,28,30,1,28,,1,29,,0,0,,,,,,,791,415,0,0,37,0,0,0,0,0,0,0,0,0,0
425972674207761_495677063903988,https://www.facebook.com/UnitedIssue/posts/495677063903988,"【西媒】 西班牙是最常使用WhatsApp的歐洲國家

U.I網頁版： http://united-issue.com/posts/185


西班牙是使用WhatsApp、LINE即時通訊軟體等比例最高的歐洲國家，全國有51%的手機使用者每天都會使用，而有83%的智慧型手機使用者至少一週使用一次，比例遠高於荷蘭(67%)、德國(43%)、葡萄牙(34%)、英國(30%)、比利時(20%)、及法國(15%)。

此數據來自西班牙國家市場潛力委員會(CNMC)針對網路傳訊服務所做的調查。網路傳訊服務(OTT messaging)是指僅提供網路傳訊媒介，而不負責提供內容的營運商。

手機傳訊的迅速發展使得傳統簡訊服務急遽縮減，從2011年至今減少了61%，語音通話也同時減少了13.2%。在使用WhatsApp等即時通訊app的人之中，63.3%表示他們已不再使用傳統簡訊，而即使是還有在使用簡訊服務的受訪者中，大多數皆表示他們使用的次數已比以往少了一半。

近兩年內，西班牙的網路使用者增加了124.3%，現在已突破總人口的74.9%。此成長歸功於手機上網的成長—2011至2014年間從手機上網的比例成長了134.5％。

手機上網和固定寬頻上網之間的網路使用行為只有些微差別，相差最多的項目為下載影音內容(電腦上網38%、手機上網21.2%)，以及購物(電腦上網29.2%、手機上網16.4%)。

16至34歲的使用者對手機網路服務最依賴，此年齡層中約有70%的使用者手機可連網，然而所有年齡層的整體比例不過是59.6%。此外，不同年齡層的網路使用行為也大為不同。16-24歲族群中，77.3%會使用即時通訊服務、76.5%會使用社群媒體，但所有年齡使用者的整體比例則分別為59.4%及55.6%。相似的，年輕人是下載音樂、短片及電影比例最高的族群，25-34歲使用者則是下載軟體及遊戲比例最高的族群。

另外，儘管36.7%的網路使用者時常(最近一週內至少一次)接觸影音內容，家中有固定購買特定網路頻道服務的比例卻極低：0.6%。原因為這些付費服務仍然比不過電視頻道所提供的優惠。

然而，對於付費電視頻道的需求可能有限，因為有許多來自開放電視台的免費優惠（79.4%家中無訂閱付費電視頻道的人提到了此原因)，但同時也因為網路上可以取得許多免費的內容(6.4%的受訪者提到此點)。

最後，使用者最常用來看網路影音內容的裝置依序為：筆記型電腦、桌上型電腦、手機、及平板。


資料來源: http://goo.gl/Tv5xzg


譯者：Michelle",Link,,,"01/16/2015 05:00:32 PM",354,354,0,732,732,0,45,,15,,,15,,34,36,1,33,,1,35,,0,0,,,,,,,709,337,0,0,45,0,0,0,0,0,0,0,0,0,0
425972674207761_495514597253568,https://www.facebook.com/UnitedIssue/posts/495514597253568,"【土媒】 抗議中國無視法律

U.I網頁版： http://united-issue.com/posts/182

屈塔希亞〈註一〉

在屈塔希亞的安那托利亞學生會（Anadolu Öğrenci Birliği）成員抗議中國侵害東土耳其斯坦〈註二〉的穆斯林

約10個公民團體所組成的抗議活動在烏魯清真寺（Ulu Camii）前聚集呼喊口號表達訴求。教育文化與互助會（Şahit Eğitim Kültür ve Yardımlaşma Derneği）會長卡拉卡亞（Yunus Karakaya）說：「我們從未忘記我們與東土耳其斯坦人是兄弟，也不會讓他們忘記我們。」

卡拉卡亞表示在21世紀東土耳其斯坦仍然如在野蠻時期的壓迫生活之中，對此發表以下談話：

「世界上目前有四千萬人正面臨死亡的威脅，西方世界既不在意伊斯蘭世界的自由，也不聽取伊斯蘭世界的吶喊。人的生存、宗教以及自由的權力正被犧牲。東土耳其斯坦的人們只因為是穆斯林而不願放棄其價值且希望能做禮拜就遭受殺害、下放監牢、挨餓受凍以及驅逐出境。中國政府最新實施的法律將東土耳其斯坦的人民視為恐怖分子，讓數百萬生活在這個國家的穆斯林幾乎如同進入奴隸集中營。同樣地，以色列也對巴勒斯坦有計畫性的奪取土地並控制其領土。」

他也表示身為有自覺的穆斯林應該要求各國政府對中國無視法律以及非人道的作為採取行動。

聲援團體對東土耳其斯坦的穆斯林祈禱後解散離去。

伊斯坦堡

安那托利亞學生會成員集結在中國領事館前對中國侵害東土耳其斯坦的穆斯林表達抗議。在公園集結的抗議團體以「給東土耳其斯坦自由」為口號，並帶著東土耳其斯坦國旗和各種標語前往中國駐伊斯坦堡領事館。

該協會常任會長于捷（Abdulvahit Yücel）說，在東土耳其斯坦的穆斯林希望能建立禮拜堂，但卻因此暴露在一個極大的壓力之下。在過去穆斯林也有在世界各地受到迫害的類似情況，但依然不願對此低頭。我們從這裡對中國發聲：

「阿拉的慈暉不會被抹滅，你們想做什麼就儘管去吧，你們想行使什麼法律就儘管去吧。阿拉將會在阿拉的信仰保護者、為了支持祂而奮鬥的人的肩膀上給予更大的支持。」

伊斯蘭世界與各國輿論應該對中國的作為有所反應。于捷說明中國應該要讓生活在東土耳其斯坦的穆斯林回歸自由的生活。

東土耳其斯坦教育與團結協會（Doğu Türkistan Maarif ve Dayanışma Derneği）會長歐烏茲翰（Hidayet Oğuzhan）表示東土耳其斯坦人民的宗教信仰遭受迫害。從過去到現在有非常多的穆斯林遭受殺害，並且禁止禮拜。一月一號開始實施的法律使穆斯林的生活進入糟糕的情況

在演講後聲援團體以土耳其語和阿拉伯語為生活在東土耳其斯坦的穆斯林祈禱。留下「給東土耳其斯坦自由」為標語的抗議文宣之後便解散離去。而遊行與演講時警方在一旁維護安全。

資料來源: http://goo.gl/u82Pqo

備註:【註一】Kütahya，土耳其的城市，也是屈塔希亞省的首府，位於該國西北部。

【註二】或稱東突厥斯坦、維吾爾斯坦。是歷史上對以巴爾喀什湖—帕米爾高原一線以東的中亞地區的稱謂。當代，是支持東突厥斯坦獨立運動人士對今日中華人民共和國的新疆維吾爾自治區的稱呼，或者指歷史上的兩次東突厥斯坦共和國。

譯者： Yuyi",Link,,,"01/15/2015 10:47:17 PM",235,235,0,570,570,0,18,,7,,,7,,14,14,,14,,,14,,0,0,,,,,,,547,218,0,0,17,0,0,0,0,0,0,0,0,0,0
425972674207761_494842187320809,https://www.facebook.com/UnitedIssue/posts/494842187320809,"【俄媒】 西伯利亞「雙面魚」改變我們對魚類進化的認知

U.I網頁版： http://united-issue.com/posts/183

鯊魚與其他魚類和動物的差別，在於其骨骼由軟骨組成。這雖然是地球生物之間的基本差異，但從古至今並不總是這樣存在著：學者認為，硬骨魚和軟骨魚的祖先，在四億兩千萬年前就出現在地球上，但沒人看過他們的樣貌。

古生物學家的新研究──根據西伯利亞地區找到的遠古魚化石，窺探魚類進化的神秘世界。遠古魚化石年代約落在四億一千五百萬年前，略早於先前假設軟、硬骨魚的時間分界點。

古生物學家自1990年代開始研究遠古魚，稍早他們表示，這些遠古魚化石早於各家化石，屬於硬骨魚祖先Dialipina的種類，但根據現代古生物學的認知，硬骨魚在四億年前幾乎不存在，所以他們打算再重啟並深入研究各細節。

以倫敦帝國大學的馬汀˙布拉卓（Martin Brazeau）為首，與牛津大學的薩滿塔˙翟斯（Samantha Giles）和馬特˙佛里德門（Matt Friedman）組成的研究團隊，從網路上找到Dialipina詳細的圖檔，並以這些圖檔為基礎著手研究遠古魚。從外觀來看，遠古魚屬於硬骨魚：比如說，這種魚類頭骨的形狀。

之後古生物學家將化石放入微CT掃描，以便分析直徑只有一公分的頭骨內部結構，掃描呈現驚人的拼接圖：化石中的魚同時擁有硬骨魚及軟骨魚的各種特徵。

從大化石板上的頭骨分析，是硬骨魚的特徵，但從腦神經纖維和腦血管的走向來分析，卻與軟骨魚的大腦結構相近。

研究文章刊登在《自然》雜誌，佛里德門與他的夥伴們參考了有兩張臉的古羅馬神雅努斯，為這些遠古魚取名Janusiscus schultzei。

研究結果證明，兩個脊椎動物群－頷口類群分支的共同祖先，擁有很多硬骨魚的共同點，就是因為這個原因，在魚類進化的分類上至今仍難有進展。

這些資料與先前研究相符：被認為是軟、硬骨魚共同祖先的，並且已經滅絕的盾皮魚綱都有大型夾板骨，這也是現代硬骨魚的特徵。

資料來源: http://goo.gl/iScCDs


譯者：王昱偉",Link,,,"01/14/2015 04:00:01 PM",294,294,0,560,560,0,29,,18,,,18,,18,23,2,17,,2,21,,0,0,,,,,,,514,270,0,0,26,0,0,0,0,0,0,0,0,0,0
425972674207761_494697550668606,https://www.facebook.com/UnitedIssue/posts/494697550668606,"【俄媒】 伊朗總統：沙烏地阿拉伯與科威特因油價下跌而遭受的損失，更勝於伊朗(譯註1)
　
U.I網頁版： http://united-issue.com/posts/181
　

伊朗總統哈桑‧魯哈尼：「經濟制裁與威脅的時機已經過去了。」
　
伊朗總統哈桑‧魯哈尼今日在布什爾出席會面時承認，伊朗經濟深受油價下跌所苦，而伊斯蘭國則因此敗象漸露。
　
「但其他生產國，如沙烏地阿拉伯與科威特的損失都比我們還大。」他如此說道。
　
伊朗總統指出，科威特的預算有95%仰賴於石油出口，而本年度由於世界油價下跌，酋長國(即科威特)的預算只籌到了33%。
　
「西方國家以為，他們降低油價就能給造成伊朗的困擾，但其實這並沒有帶給伊朗預期中的壓力，」他繼續補充道，「我們有方法可以補償這些損失。經濟封鎖跟威脅的時機已經過了。」
　
「石油出口在我們國內佔了60%的預算，」魯哈尼表示，「剩下的部分則是非石油產品的貿易。而今年我們準備提升它們的價值。」
　
他接著聲稱，伊斯蘭國「並沒有對國際油價造成威脅，」並深信，「他們的瓦解已是指日可待。」
　
布什爾是總統此次全國巡視的第十二站，是布什爾省的行政中心。
　
　
資料來源: http://goo.gl/xlKmsf
　
　
譯註1： 
　
這一波幾個月來的國際油價下跌，一般認為是由於歐美國家與沙烏地阿拉伯聯合、增加石油產量並壓低價格，主要目的有：牽制俄羅斯對烏克蘭與克里米亞地區行動、切斷伊斯蘭國經濟來源，以及迫使伊朗在核武問題上進行談判妥協。 
　
上述三國（或兩國一組織）中，俄羅斯與伊朗皆以石油為主要收入，而伊斯蘭國在佔領了伊拉克與敘利亞境內的油田後，也走私石油做為資金來源。 
　
此外，伊朗帝國與阿拉伯帝國在古代便是世仇，兩國到了近代，也為爭奪回教世界領導權而多有衝突。 
　
　
延伸閱讀 
　
德國之聲：原油權力和陰謀論 
http://www.dw.de/%E5%8E%9F%E6%B2%B9%E6%9D%83%E5%8A%9B%E5%92%8C%E9%98%B4%E8%B0%8B%E8%AE%BA/a-18010343?maca=chi-VAS-VT-CW-all-13474-html-copypaste 
　
　
譯者：Shan",Link,,,"01/14/2015 02:18:33 AM",308,308,0,630,630,0,27,,7,,,7,,21,28,3,19,,3,25,,0,0,,,,,,,605,286,0,0,27,0,0,0,0,0,0,0,0,0,0
425972674207761_494457020692659,https://www.facebook.com/UnitedIssue/posts/494457020692659,"【韓媒】 CJ集團活用人氣電視劇《未生》　開發員工教科書

U.I網頁版： http://united-issue.com/posts/180

傳神描寫當代上班族悲歡、激發全韓國共鳴的人氣電視劇《未生》，如今搖身一變成為活生生的職場生活教科書。

CJ集團（會長　李載賢）透露，該公司善用電視劇《未生》中的內容，為旗下員工開發出教育課程並已開始實施。當中自然規劃了新進員工的入門教育，乃至依職別特性給予科長、組長……等甫升級的員工的教育課程。

這組課程已率先活用於1月初在濟州島進行的新進員工入門教育中。而針對在2014上半年間經集團公開採用錄取的新進員工們，也花了7天的時間實施分為工作、信念、待人處事、全力以赴、投入……等12個主題的「未生討論」教育。討論方式為看過「實習員工張克萊與張百基的組織生活差異」、「經由成代理與韓錫律的例子，所看見的前後輩關係」等電視劇的片段後，提出自己的價值觀與方向並開誠布公地討論。

CJ表示：「由於員工對教育課程十分投入，有時甚至會延長課程而超出原訂的1個鐘頭。」實際參與課程的員工們也展現出熱烈迴響：「因為討論活用了有趣的文創內容，而非抽象的概念，因此我們能輕易並樂在其中地理解教學內容。」

不僅如此，在本月10日新進員工入門教育中，《未生》的導演金元錫更親自出席並帶來特別演講。席間他大談創造出備受全國人民喜愛的創意內容的秘訣，與經由電視劇所看見的新進員工挑戰精神及姿態，獲得現場參加者的共鳴。

「做為一個文化企業，CJ擺脫了定型化的教育，並且正在展現因材施教的課程。」CJ人力部門透露：「往後我們也計畫藉由參加者的共鳴和理解成效，持續開發能提升教育成效、活用了各種文創內容的嶄新教育課程。」

資料來源: http://goo.gl/3zqRjw

譯者：施乃琪",Link,,,"01/13/2015 04:00:01 PM",472,472,0,931,931,0,39,,18,1,,18,1,25,30,2,24,,2,28,,0,0,,,,,,,721,342,0,0,35,0,0,0,0,0,0,0,0,0,0
425972674207761_494093974062297,https://www.facebook.com/UnitedIssue/posts/494093974062297,"【德媒】 對輿論譴責的警告：基督徒與猶太教會呼籲宗教應團結

U.I網頁版： http://united-issue.com/posts/179

　　（德國巴伐利亞邦報導）面臨恐怖攻擊，上法爾茲邦的基督徒與猶太教會勸告大眾別對穆斯林抱持猜忌懷疑，並宣導一齊擁護和平。魏登州的福音派教會牧主持神父Wenrich Slenczka認為，將巴黎的事件責任完全歸因在特定的宗教上是錯誤的。「和穆斯林一樣，我認為這件事情和宗教無關。」利用信仰，是在每個宗教裡都會發生的事。

　　「在我看來，我們的責任，乃至於每個宗教組織的責任，都是要引領人們走向和平。」Slenczka說。在魏登州，他認為社會與穆斯林的關係是良善的。他的同事市教會主持神父Johannes Lukas也贊同他的想法。Lukas表示：「巴黎的事件是激進份子所為。當人將信仰帶向激進主義，便是污衊了它。」反對激進主義者的人們也應克制言行。「否則就會開始暴力事件的循環，就像911一樣。」

    共同的戰爭

　　魏登州聖約瑟教堂的牧師Markus Schmid認為，基督徒和穆斯林應聯手抵抗暴力及恐怖主義。談到在法國最新一起猶太人被侵害的事件，他又補充道：「我們也該與猶太夥伴們同心協力。」這位42歲的牧師強調：「所有宗教都曾有激進份子。他們並不是只存在於特定宗教裡。」若有人認真的去對待伊斯蘭教，便會知道它和基督教一樣，是個自由的宗教。若人們清楚基督教的根源，也就不會對擁有其他信仰這件事如此恐懼，「也更不會出於恐懼而彼此爭鬥。」Schmid說。

　　福音派雷根斯堡教區主教Hans-Martin Weiss認為上法爾茲的穆斯林關係並不是一個重擔。這位57歲的主教認為，這裡存在一個＂特定的伊斯蘭生活圈＂，而穆斯林在這個圈裡也有自己的問題。然而歷史說明了，「基督教絕對站不住腳去指責別人的不是。」對於巴黎恐怖襲擊中的殘忍行徑，他驚愕地表示：「暴力事件竟能發展到這個地步，真是相當嚴重。」一個法治國家應竭盡所有可能，去制止並嚴防這種殺戮事件。Weiss將會於星期日在雷根斯堡Hemau鎮的佈道中談論這個主題。

    停止對陌生人的仇恨

　　對於巴黎恐怖襲擊感到大為震驚的，還有這位猶太教牧師Elias Dray。他表示，安貝格市的猶太教會與其它宗教組織都維持了良好的關係。他擔憂在血腥事件過後，穆斯林會置身於普遍的不信任之中，而這會造成對陌生人更強烈的仇視心態。這兩者是不能發生的，無論如何都應該被制止。「最重要的是，此刻社會應該互相幫助。」他如此呼籲。

　　在他看來，每個宗教都應為此努力，減少偏見，建立雙方的互相理解，避免激進。Dray明確支持宗教的互相結合，認為應該要從分支派系開始做起。

資料來源: http://goo.gl/xpggrg

譯者：T.M.Chen",Link,,,"01/12/2015 04:00:00 PM",260,260,0,494,494,0,30,,18,,,19,,17,22,2,16,,2,20,,0,0,,,,,,,464,240,0,0,30,0,0,0,0,0,0,0,0,0,0
425972674207761_493756877429340,https://www.facebook.com/UnitedIssue/posts/493756877429340,"【日媒】 菅官房長官：修憲「比起第九條，應該先重視環保權和補助私校
　
U.I網頁版： http://united-issue.com/posts/178
　
菅義偉官房長官10日在BS朝日節目中，針對修憲表示「首先必須先從欠缺的重要部分切入。」修改提倡放棄戰爭的第九條之前，應該先著手創設作為國家義務和國民責任的環保權，及修改禁止公費支出私校的第89條。
　
只是對於修憲的時機菅義也說「(明年夏天的)參議院選舉前修飾有困難。」即使參議院選舉單單自民黨就得到三分之二，「經濟復甦應該擺第一好好地進行」，並強調要注重經濟方面。
　
　
資料來源: http://goo.gl/kfk124
　
　
備註:圖片來源:http://mil.sohu.com/20140526/n400057513.shtml
　
　
譯者：F.D Liling, Jr.",Link,,,"01/12/2015 03:35:00 AM",265,265,0,601,601,0,21,,8,,,8,,17,24,2,16,,2,22,,0,0,,,,,,,579,250,0,0,20,0,0,0,0,0,0,0,0,0,0
425972674207761_493755924096102,https://www.facebook.com/UnitedIssue/posts/493755924096102,"【俄媒】 駐奧斯陸的俄羅斯大使館遭竊聽
　
U.I網頁版： http://united-issue.com/posts/175
　
挪威通訊安全管理部的記者和專家認為，俄法兩國的駐奧斯陸大使館可能遭有心人士竊聽。他們透過挪威首都的調查，傳回安裝的資訊，並做出該結論。也就是說，不明人士藉此可以知道大使館內部人員的手機通話及人事調動。
　
除此之外，挪威報社《Aftenposten》更報導，竊聽器安裝處擴及英國、委內瑞拉、芬蘭的外交辦事處。這一系列驚人的報導自12月12日起，陸續刊至各出版品。
　
挪威記者藉專業工程人員的幫忙，查出大量IMSI訊號攔截器，被裝設在國會辦公室、首相官邸、美國大使館、以色列大使館、挪威中央銀行大樓不遠處，還有幾個大型律師事務所和財政學院的辦公室。這項醜聞曝光後，《Aftenposten》仍攔截到流向竊聽器的訊號。
　
整起事件已受到挪威情報局控制。安全警察署表示，目前不能確定間諜有無據點：「《Aftenposten》所報導的資訊，還有待研究。」
　
安全警察署探員馬汀˙伯森（Martin Bernsen）表示：「我們不該在這個階段與各個受害的大使館，尋求多密集的合作調查行動。」此外，他強調，安全警察署早在醜聞上報前，就已經關注這項潛在的問題。
　
稍早，挪威司法部長安德斯˙安努德森（Anders Anundsen）表示，挪威軍方絕不可能參與如媒體指出的這個大規模監視行動。同時，官方必定要先通過司法核准，才有可能在特殊情況使用IMSI訊號攔截器。
　
據塔斯社報導，俄國大使館特別注意《Aftenposten》提供的資訊：城市通訊安全是挪威政府應該做好的首要義務。
　
　
資料來源: http://goo.gl/8ap6Ni
　
　
譯者：王昱偉",Link,,,"01/11/2015 04:05:00 PM",503,503,0,924,924,0,61,1,19,,1,20,,52,65,3,51,,3,62,,0,0,,,,,,,901,486,0,0,61,0,0,0,0,0,0,0,0,0,0
425972674207761_493354847469543,https://www.facebook.com/UnitedIssue/posts/493354847469543,"【德媒】 Pegida欲減免稅務

U.I網頁版： http://united-issue.com/posts/177

據消息指出，示威遊行的主辦者已提出公益承認，而該提案預計會通過。

德勒斯登Pegida遊行主辦人員在組織確立的報導後，憑著自有的收入擴大他們的團體勢力。法蘭克福評論報(Frankfurter Rundschau, FR)報導，他們已在財政局提出公益的稅務承認案。

Pegida在十一月時建立，並在十二月時登記了德勒斯登的社團註冊。主管的註冊法庭針對報紙的質問解釋，他們的組織章程填滿了協會建立時，正式註冊文件中所必需填寫的項目。捐獻給該協會的捐款馬上即可從稅中被扣除。

消息指出，社團成立文件裡的協會會長為德勒斯登人巴赫曼(Lutz Bachmann)，第二位會長亦是住在德勒斯登的揚恩(René Jahn)以及來自薩克森小城柯斯維希(Coswig)的總務兼新聞發言人，厄特兒(Kathrin Oertel)。

最近在星期一德勒斯登的Pegida運動約有一萬八千人參加。儘管星期一會再度有超過千名示威者，但反對該遊行的示威遊行也預期中。星期六在德勒斯登應會有個為了世界開放與寬容的集會。

資料來源: http://goo.gl/gkANAV



譯者：P.Yang",Link,,,"01/10/2015 05:00:01 PM",368,368,0,712,712,0,38,,14,,,16,,29,41,1,28,,1,40,,0,0,,,,,,,689,351,0,0,37,0,0,0,0,0,0,0,0,0,0
425972674207761_493152140823147,https://www.facebook.com/UnitedIssue/posts/493152140823147,"【土媒】 非居難民營的敘利亞災民獲現金卡援助

U.I網頁版： http://united-issue.com/posts/176

在土耳其邊境基利斯（Kilis）憑一己之力承租借房子的敘利亞難民，共將獲取4450張現金卡的援助。此項計畫係由金色新月協會所發起，卡片每月將自動儲值40里拉，災民可藉此卡至合作的超市商場購買生活必需品。基利斯副省長阿卡汗（Ulaş Akhan）表示：「非居住在難民營的敘利亞災民們，尤其是糧食及各項基本需求上，都是嚴重缺乏的。」

藉基利斯在地的金色新月協會（Altın Hilal Hareketi Derneği）發起，與德國農業行動組織（Welt Hunger Hilfe）、世界糧食計劃署（WFP）、丹麥難民委員會（DRC）等單位合作的該計畫，將使災民能夠享有在合作的超市商場中購買需求品的福利。

因國家戰亂而逃至土耳其避難、居住於帳篷或組合屋的敘利亞災民們，將因此項計畫而受惠。

阿卡汗為此作了說明：「此項計畫初步已於帳篷或組合屋聚集區域實行，至計劃臻至完善後，將首次於難民集中營外的地方實施。」共有約八萬名的敘利亞災民居住在基利斯，而住在難民營的災民，其生活需求皆由當地政府支助。

「非居住在難民營的敘利亞災民們，尤其是糧食及各項基本需求上，都是嚴重缺乏的。為解決此項問題，我們與土耳其災害緊急應變中心（AFAD）及非政府組織合作了系列計畫，並有一定的成效。此外，我們並與金色新月協會共同發展了『現金卡』的計劃」。起先由協會人員調查紀錄城市裡難民的數目及社經狀況，並與國際人道救援相關機構進行多面會談，最後決定採取以現金卡購買必需品的方式來改善災民的生活。我們的目的即是給予災民們必要的協助。

『家庭人口若有六人，將獲得240里拉的援助』

4450張現金卡中，德國農業行動組織援助了1700張，世界糧食計劃署250，丹麥難民委員會則為2500張。「卡片每月將自動儲值40里拉，而我們的敘利亞客人們將能藉此卡於基里斯的超市賣場消費。六口人的家庭一個月將能獲240里拉的援助，金額雖不高，至少能夠補助災民們的基本開銷。」阿卡汗解釋。

敘利亞難民澤丹（Zehra Zeydan）描述了她是如何在內戰中失去至親，並表示三個兒子都還在敘利亞未能逃出。「初至土耳其時我們只能租那種裡頭空無一物的房子，一同逃難來的鄰居們就也這樣住了進來。感謝土耳其政府未曾拋棄我們，現在還發給現金卡！有了現金卡，就能有錢支付房租及購買必需品，生活應該會變得好過一些。」

資料來源: http://goo.gl/JUaWDL


譯者：Hyo",Link,,,"01/09/2015 07:58:32 PM",314,314,0,653,653,0,29,1,12,,1,12,,21,27,,21,,,27,,0,0,,,,,,,622,296,0,0,29,0,0,0,0,0,0,0,0,0,0
